Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Number of Beds,Inpatient Total Charges,Outpatient Total Charges,Total Salaries (adjusted),Total Income
210009,THE JOHNS HOPKINS HOSPITAL,1800 ORLEANS ST,BALTIMORE,MD,21287,BALTIMORE CITY,1007,"$1,449,264,746","$960,635,362","$634,899,201","$41,488,000"
210013,BON SECOURS HOSPITAL,2000 W BALTIMORE STREET,BALTIMORE,MD,21223,BALTIMORE CITY,69,"$61,724,560","$86,069,327","$43,201,903","$550,440"
231318,ASPIRUS IRON RIVER HOPSITAL & CLINIC,1400 WEST ICE LAKE ROAD,IRON RIVER,MI,49935-,IRON,25,"$17,150,267","$46,465,204","$15,863,578","-$1,962,942"
271309,PRAIRIE COMMUNITY HOSPITAL,312 S. ADAMS AVE,TERRY,MT,59349-0156,PRAIRIE,22,"$1,657,841","$853,911",,"-$345,264"
330061,NEW YORK PRESBYTERIAN LAWRENCE HOSPI,55 PALMER AVENUE,BRONXVILLE,NY,10708,WESTCHESTER,208,"$386,065,187","$475,178,995","$116,977,764","-$2,084,736"
351323,CAVALIER COUNTY MEMORIAL HOSPITAL,909 SECOND STREET,LANGDON,ND,58249,CAVALIER,20,"$1,270,342","$7,597,860",,"-$93,570"
450351,TEXAS HEALTH HARRIS METHODIST STEPHE,411 BELKNAP,STEPHENVILLE,TX,76401,ERATH,54,"$57,138,038","$114,189,694","$16,060,247","$6,235,879"
450399,BROWNFIELD REGIONAL MEDICAL CENTER,705 E FELT,BROWNFIELD,TX,79316,TERRY,26,"$6,496,838","$21,195,201","$7,677,910","$445,573"
454121,AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,TX,78748,TRAVIS,80,"$31,225,990","$3,518,480",,"$1,359,656"
43300,ARKANSAS CHILDRENS HOSPITAL,1 CHILDRENS WAY,LITTLE ROCK,AR,72202-,PULASKI,336,"$594,326,527","$343,576,235",,"$66,660,228"
100140,BAPTIST MEDICAL CTR-NASSAU,1250 SOUTH 18TH STREET,FERNANDINA BEACH,FL,32034,NASSAU,54,"$124,992,599","$172,824,613","$20,865,247","$12,284,638"
102027,KINDRED HOSPITAL MELBOURNE,765 WEST NASA BOULEVARD,MELBOURNE,FL,32901,BREVARD,60,"$85,320,831","$813,737","$8,224,449","-$1,063,893"
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 EAST DUBOIS DRIVE,WARSAW,IN,46580-,KOSCIUSKO,72,"$154,814,927","$373,959,516","$23,054,508","$38,279,680"
150181,ST. VINCENT FISHERS HOSPITAL,13861 OLIO RD,FISHERS,IN,46037,HAMILTON,46,"$43,813,739","$130,799,064","$13,491,028","$18,561,103"
171348,NORTON COUNTY HOSPITAL,102 E. HOLME,NORTON,KS,67654-0250,NORTON,25,"$2,719,460","$13,556,584",,"-$255,353"
172004,PROMISE HOSPITAL OF OVERLAND PARK,6509 W 103RD STREET,OVERLAND PARK,KS,66212,JONHSON,56,"$38,387,219",,"$8,610,121","$379,205"
180080,BAPTIST HEALTH CORBIN,1 TRILLIUM WAY,CORBIN,KY,40701-,WHITLEY,248,"$263,516,440","$660,901,309","$57,650,993","$35,086,655"
232035,SSH - KALAMAZOO,300 NORTH AVENUE,BATTLE CREEK,MI,49017,CALHOUN,25,"$46,969,531",,"$4,263,857","$2,207,165"
260210,ST. ALEXIUS HOSPITAL,3933 SOUTH BROADWAY,ST. LOUIS,MO,63118-4601,ST. LOUIS,147,"$109,196,892","$60,842,973","$33,061,251","-$3,495,140"
312023,ACUITY SPECIALTY HOSP OF NEW JERSEY,1925 PACIFIC AVENUE 5TH FLOOR,ATLANTIC CITY,NJ,08401-,ATLANTIC,30,"$131,147,743","$77,707",,"$3,657,984"
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,THE BRONX,460,"$515,977,418","$393,759,439","$362,449,116","$11,297,458"
360026,GREENE MEMORIAL HOSPITAL  INC.,1141 NORTH MONROE DRIVE,XENIA,OH,45385-,GREENE,49,"$99,629,170","$175,351,570","$19,567,600","$3,767,545"
360075,UH REGIONAL HOSPITALS,27100 CHARDON ROAD,RICHMOND HEIGHTS,OH,44143-,CUYAHOGA,101,"$140,040,537","$266,602,337","$44,397,816","-$6,689,077"
360197,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLEFONTAINE,OH,43311,LOGAN,39,"$29,122,985","$160,681,621","$37,230,718","$8,022,497"
360365,AVITA ONTARIO HOSPITAL,715 RICHLAND MALL,ONTARIO,OH,44906,,26,"$35,063,314","$89,355,063","$17,590,864","$20,030,778"
364007,TWIN VALLEY RPH - COLUMBUS CAMPUS,2200 WEST BROAD STREET,COLUMBUS,OH,43223,FRANKLIN,232,"$556,724",,,"-$57,251,591"
391308,CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,20,"$7,002,347","$41,452,283",,"-$254,039"
394020,PHILHAVEN,283 SOUTH BUTLER ROAD,MT GRETNA,PA,17064-0550,LEBANON,103,"$38,601,136","$35,110,482",,"-$25,753,257"
440185,SKYRIDGE MEDICAL CENTER,2800 WESTSIDE DRIVE NW,CLEVELAND,TN,37312,BRADLEY,183,"$602,707,497","$710,493,770","$45,428,518","$11,505,462"
454065,HICKORY TRAIL HOSPITAL,2000 N. OLD HICKORY TRAIL,DESOTO,TX,75115,DALLAS,86,"$43,819,215","$6,894,085",,"$1,271,885"
520070,MCHS EAU CLAIRE HOSPITAL,1221 WHIPPLE STREET,EAU CLAIRE,WI,54702-,EAU CLAIRE,193,"$343,468,234","$528,764,267","$210,354,664","$48,873,795"
34025,WINDHAVEN PSYCHIATRIC HOSPITAL,3347WINDSONG DR.,PRESCOTT VALLEY,AZ,86314,,16,"$5,361,012","$39,777,317",,"$849,434"
34026,UBH OF PHOENIX  LLC DBA VALLEY HSP,3550 E. PINCHOT AVE,PHOENIX,AZ,85018,MARICOPA,122,"$86,493,535","$7,009,029",,"$9,516,691"
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W. SEMINOLE BLVD,SANFORD,FL,32771,SEMINOLE,208,"$938,965,097","$557,350,298","$55,042,838","$31,018,943"
133027,REHABILITATION HOSPITAL OF THE NORTH,3372 E JENALAN AVE,POST FALLS,ID,83854,KOOTENAI,30,"$18,681,283",,,"$398,535"
141329,MORRISON COMMUNITY HOSPITAL,303 JACKSON,MORRISON,IL,61270,WHITESIDE,25,"$4,526,212","$17,420,458",,"$1,090,259"
150153,ST. VINCENT HEART CENTER,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,HAMILTON,107,"$391,554,519","$128,721,381","$27,296,190","$48,681,264"
150157,ST. VINCENT CARMEL HOSPITAL,13500 NORTH MERIDIAN STREET,CARMEL,IN,46033,HAMILTON,153,"$242,765,789","$355,023,868","$40,519,792","$73,592,513"
210015,MEDSTAR FRANKLIN SQUARE MEDICAL CTR,9000 FRANKLIN SQUARE DR,BALTIMORE,MD,21237,BALTIMORE,369,"$300,209,441","$234,034,851","$231,098,751","$32,396,881"
214018,SPRING GROVE HOSPITAL CENTER,WADE AVENUE,CATONSVILLE,MD,21228-,BALTIMORE,639,"$76,896,249",,,"-$88,145,519"
241377,ST. FRANCIS MEDICAL CENTER,2400 ST. FRANCIS DRIVE,BRECKENRIDGE,MN,56520,WILKIN,25,"$20,314,131","$27,371,444",,"$7,431,787"
281360,BOX BUTTE GENERAL HOSPITAL,2101 BOX BUTTE AVENUE,ALLIANCE,NE,69301,BOX BUTTE,25,"$15,956,480","$46,216,366",,"-$568,051"
300003,MARY HITCHCOCK MEMORIAL HOSP,ONE MEDICAL CENTER DRIVE,LEBANON,NH,03756-0001,GRAFTON,374,"$1,144,608,594","$1,600,447,358","$302,992,531","$61,590,263"
310010,PRINCETON HEALTHCARE SYSTEM,ONE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,MIDDLESEX,206,"$778,120,702","$1,097,833,942","$162,579,062","$16,790,343"
323028,LOVELACE REHABILITATION HOSPITAL,505 ELM STREET NE,ALBUQUERQUE,NM,87102,BERNALILLO,62,"$73,851,553","$22,657,687",,"$3,726,748"
344016,BRYNN MARR HOSPITAL,192 VILLAGE DRIVE,JACKSONVILLE,NC,28546,ONSLOW,84,"$45,352,828",,,"$5,193,233"
381304,SOUTHERN COOS GENERAL HOSPITAL,900 11TH STREET SE,BANDON,OR,97411-,COOS,19,"$4,831,772","$18,425,547",,"-$780,157"
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL,300 WEST 5TH STREET,MILLER,SD,57362-,HAND,25,"$3,304,205","$9,657,424",,"$2,175,642"
511312,PRESTON MEMORIAL HOSPITAL,150 MEMORIAL DRIVE,KINGWOOD,WV,26537-,PRESTON,25,"$7,444,106","$42,763,278",,"-$404,854"
102018,COMPLEX CARE HOSPITAL AT RIDGELAKE,6150 EDGELAKE DRIVE,SARASOTA,FL,34240,SARASOTA,40,"$64,382,234","$1,989",,"-$122,952"
191319,ACADIA-ST. LANDRY HOSPITAL,810 SOUTH BROADWAY,CHURCH POINT,LA,70525,,15,"$5,845,915","$7,789,399",,"$333,097"
210048,HOWARD COUNTY,5755 CEDAR LANE,COLUMBIA,MD,21045,HOWARD,267,"$191,491,463","$121,507,846","$106,783,666","$17,993,000"
210065,HOLY CROSS GERMANTOWN HOSPITAL,19801 OBSERVATION DRIVE,GERMANTOWN,MD,20876,MONTGOMERY,80,"$55,817,302","$40,263,158","$37,822,445","-$10,079,290"
213301,KENNEDY KRIEGER,707 N BROADWAY,BALTIMORE,MD,21205,,50,"$56,086,680","$119,663,886",,"$13,528,299"
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN,LIBERTY,MO,64068,CLAY,199,"$297,280,837","$316,673,111","$92,879,179","-$2,943,040"
312022,LOURDES SPECIALTY HOSPITAL,218 SUNSET ROAD  3RD FLOOR,WILLINGBORO,NJ,8046,BURLINGTON,69,"$165,885,443","$18,338",,"$5,587,251"
371327,OKEENE MUNICIPAL HOSPITAL,207 EAST F STREET,OKEENE,OK,73763,BLAINE,17,"$1,435,892","$4,645,646",,"-$221,220"
450137,BAYLOR S&W ALL SAINTS MEDICAL CENTER,1400 8TH AVENUE,FORT WORTH,TX,76104-,TARRANT,377,"$747,528,613","$355,373,778","$114,950,373","$23,232,696"
450894,PINE CREEK MEDICAL CENTER,9032 HARRY HINES BOULEVARD,DALLAS,TX,75077,DALLAS,15,"$183,373,786","$205,180,431","$11,526,122","-$14,493,223"
34021,ARIZONA STATE HOSPITAL,2500 E VAN BUREN STREET,PHOENIX,AZ,85008,MARICOPA,116,"$61,913,060","$381,870","$29,415,494","-$64,528,943"
151323,COMMUNITY HOSPT. OF LAGRANGE CTY IN,207 NORTH TOWNLINE ROAD,LAGRANGE,IN,46761-1325,LAGRANGE,25,"$20,354,724","$82,437,779",,"$2,510,513"
161318,VETERANS MEMORIAL HOSPITAL,40 FIRST ST. S.E.,WAUKON,IA,52172-,ALLAMAKEE,25,"$7,291,181","$21,027,609",,"-$3,252,928"
161339,WAVERLY HEALTH CENTER,312 NINTH STREET S.W.,WAVERLY,IA,50677,BREMER,21,"$11,367,824","$76,959,521",,"-$54,556,438"
210038,MARYLAND GENERAL HOSPITAL,827 LINDEN AVENUE,BALTIMORE,MD,21201,BALTIMORE CITY,170,"$117,887,582","$120,951,572","$75,224,998","$6,581,190"
244005,CHILD & ADOLESCENT BEH. HEALTH SRVS.,444 LAFAYETTE ROAD,ST. PAUL,MN,55164-0979,KANDIYOHI,5,"$6,978",,,"-$4,699,853"
244017,CBHH- ROCHESTER,444 LAFAYETTE ROAD,ST. PAUL,MN,55164-0979,OLMSTED,16,"$44,352",,,"-$6,971,634"
261319,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379-,LINCOLN,25,"$16,709,867","$73,392,730",,"$1,644,359"
271319,RUBY VALLEY HOSPITAL,2220 EAST CROFOOT,SHERIDAN,MT,59749-,MADISON,10,"$1,235,765","$4,247,883",,"$1,596,603"
431307,SANFORD MEDICAL CENTER CLEAR LAKE,701 3RD AVE,CLEAR LAKE,SD,57226-,DEUEL,10,"$2,179,319","$5,462,522",,"$243,734"
431308,EUREKA COMMUNITY HEALTH SERVICES,410 9TH STREET,EUREKA,SD,57437-,MCPHERSON,6,"$368,984","$1,809,810",,"-$362,981"
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,600 BILLARDS STREET,SCOTLAND,SD,57059-,BON HOMME,25,"$649,192","$2,762,267",,"-$188,908"
531301,SOUTH BIG HORN HOSPITAL,388 HWY 20 SOUTH,BASIN,WY,82410,BIG HORN,10,"$4,903,564","$7,054,046",,"-$427,799"
122001,LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,HONOLULU,9,"$14,203,825","$5,000","$12,160,640","$3,696,470"
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVENUE,EVANSTON,IL,60202,COOK,195,"$458,938,804","$438,609,540","$54,155,252","$3,397,695"
251319,UNIVERSITY HOSPITAL & CLINICS - HOLM,239 BOWLING GREEN ROAD,LEXINGTON,MS,39095,HOLMES,25,"$3,598,347","$19,367,808",,"-$2,033,762"
293026,HEALTHSOUTH REHABILITATION HOSPITAL,1250 SOUTH VALLEY VIEW BLVD.,LAS VEGAS,NV,89102,CLARK,79,"$69,030,369",,"$13,781,678","$10,200,269"
504004,EASTERN STATE HOSPITAL,MAPLE STREET,MEDICAL LAKE,WA,98022-0800,,317,"$100,237,293","$26,186",,-$1
520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVENUE,WAUKESHA,WI,53188-5099,WAUKESHA,240,"$539,739,927","$889,315,792","$107,662,216","$59,210,305"
70018,GREENWICH HOSPITAL,5 PERRYRIDGE ROAD,GREENWICH,CT,6830,FAIRFIELD,184,"$468,553,600","$683,354,366","$123,414,575","$28,000,730"
73300,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,6106,HARTFORD,187,"$425,650,869","$319,572,990",,"$51,565,030"
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,107,"$39,803,930","$110,095,765","$15,269,789","$127,085"
140124,JOHN H. STROGER JR. HOSP OF COOK CTY,1901 WEST HARRISON STREET,CHICAGO,IL,60612-3714,COOK,423,"$622,925,871","$656,220,003","$444,744,169","-$122,044,244"
180013,THE MEDICAL CENTER,250 PARK STREET,BOWLING GREEN,KY,42102-9010,WARREN,308,"$491,015,661","$445,665,386","$96,582,801","$31,112,242"
180106,THE MEDICAL CENTER OF ALBANY,723 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,38,"$8,523,182","$29,315,296","$4,181,450","-$1,486,816"
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,DUTCHESS,365,"$906,786,373","$787,889,230","$158,184,582","$93,509,068"
363300,CHILDRENS HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE  MLC #4900,CINCINNATI,OH,45229-3039,HAMILTON,602,"$1,712,044,461","$1,214,447,586",,"$147,910,000"
453091,WESLACO REGIONAL REHABILITATION HOSP,906 S JAMES STREET,WESLACO,TX,78596,HIDALGO,32,"$15,084,097",$387,,"-$467,409"
110177,DOCTORS HOSPITAL OF AUGUSTA,3651 WHEELER ROAD,AUGUSTA,GA,30909-,RICHMOND,259,"$1,769,265,580","$901,738,662","$75,535,716","$121,157,553"
140224,PRESENCE SAINT JOSEPH HOSP-CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,277,"$520,504,705","$379,992,187","$75,547,147","-$6,402,641"
190246,P&S SURGICAL HOSPITAL,312 GRAMMONT STREET  SUITE 101,MONROE,LA,71201,OUACHITA,22,"$18,637,943","$100,077,711","$8,244,069","$477,698"
210017,GARRETT COUNTY MEMORIAL HOSPITAL,251 NORTH FOURTH ST.,OAKLAND,MD,21550,,27,"$24,677,572","$36,001,275","$22,688,829","$2,670,375"
314011,UNIVERSITY BEHAVIORAL HEALTHCARE,671 HOES LANE WEST,PISCATAWAY,NJ,08855-1392,MIDDLESEX,64,"$19,083,964","$85,834,957",,"$9,218,815"
54104,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,SACRAMENTO,CA,95841,SACRAMENTO,125,"$62,879,870","$11,153,836",,"$14,360,858"
101307,DOCTORS MEMORIAL HOSPITAL,401 EAST BYRD AVENUE,BONIFAY,FL,32425-,HOLMES,20,"$6,559,139","$20,935,701",,"-$618,302"
171365,HANOVER HOSPITAL,205 S. HANOVER,HANOVER,KS,66945,WASHINGTON,25,"$2,771,628","$2,435,830",,"-$149,799"
251316,H.C. WATKINS MEMORIAL HOSPITAL,605 S. ARCHUSA AVENUE,QUITMAN,MS,39355-,CLARKE,25,"$9,374,334","$33,859,155",,"$169,091"
271303,GRANITE COUNTY MEDICAL CENTER,310 SANSOME STREET,PHILIPSBURG,MT,59858-,GRANITE,25,"$2,435,445","$1,322,094",,"-$224,129"
330394,UHS HOSPITALS,10 - 42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,366,"$478,680,246","$824,380,850","$232,452,280","$21,584,728"
444002,MOCCASIN BEND MENTAL HLTH INSTITUTE,100 MOCCASIN BEND ROAD,CHATTANOOGA,TN,37405,HAMILTON,165,"$43,443,316","$3,929","$28,852,957","-$39,642,420"
504003,WESTERN STATE HOSPITAL,9601 STEILACOOM BLVD SW,LAKEWOOD,WA,98498-7213,,771,"$216,944,774","$92,793",,"-$6,226,909"
52045,KINDRED HOSPITAL BALDWIN PARK,14148 E. FRANCISQUITO AVENUE,BALDWIN PARK,CA,91706,LOS ANGELES,91,"$201,020,162","$2,441,001","$18,339,644","$10,535,381"
140052,OSF SAINT ANTHONYS HEALTH CENTER,SAINT ANTHONYS WAY,ALTON,IL,62002-0340,MADISON,82,"$110,075,787","$255,417,906","$27,097,656","-$4,739,429"
351334,MERCY MEDICAL CENTER,1301 15TH AVENUE W,WILLISTON,ND,58801,WILLIAMS,25,"$26,637,852","$120,396,022",,"$7,197,034"
370180,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,ADA,OK,74820,PONTOTOC,72,"$152,478","$2,126,428","$90,728,254","-$229,105,711"
373033,MERCY REHABILITATION HOSPITAL - OKC,5401 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73142,OKLAHOMA,50,"$37,006,653",,,"$5,961,650"
381322,CURRY HEALTH DISTRICT,94220 E FOURTH STREET,GOLD BEACH,OR,97444,CURRY,16,"$8,217,771","$54,218,519",,"-$299,389"
424006,PALMETTO LOW COUNTRY BHD,2777 SPEISSEGER DRIVE,CHARLESTON,SC,29405-8229,CHARLESTON,108,"$52,228,000","$2,634,086",,"$1,549,025"
521336,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE ROAD #77,HAYWARD,WI,54843-6391,SAWYER,25,"$16,450,277","$60,822,152",,"$6,761,176"
241370,ST. GABRIELS HOSPITAL,815 SE 2ND STREET,LITTLE FALLS,MN,56345,MORRISON,25,"$30,336,053","$96,853,855",,"$3,905,581"
390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,279,"$562,749,583","$612,169,565","$97,657,659","-$27,293,809"
430093,SAME DAY SURGERY CENTER,651 CATHEDRAL DRIVE,RAPID CITY,SD,57701,PENNINGTON,6,"$1,653,136","$32,723,598","$2,716,415","$6,626,425"
450079,BAYLOR S & W MEDICAL CENTER - IRVING,1901 NORTH MACARTHUR BLVD,IRVING,TX,75061-,DALLAS,204,"$424,419,678","$351,923,620","$65,663,815","$7,236,447"
490098,COMMUNITY MEMORIAL HOSPITAL,125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970,MECKLENBURG,66,"$86,314,594","$181,556,079","$42,497,452","$17,315,663"
494022,POPLAR SPRINGS HOSPITAL,350 POPLAR DRIVE,PETERSBURG,VA,23805,PETERSBURG CITY,96,"$60,343,770","$1,859,562",,"$1,556,773"
33036,MOUNTAIN VALLEY REGIONAL REHABILITAT,3700 N WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,YAVAPAI,44,"$26,002,071","$3,643,115",,"$2,221,856"
131307,MEMORIAL HOSPITAL,645 E FIFTH STREET,WEISER,ID,83672,WASHINGTON,19,"$5,502,141","$20,030,920",,"$543,419"
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,42,"$56,202,533","$142,019,489","$16,796,351","$18,630,413"
161307,HANCOCK COUNTY HEALTH SYSTEM,531 SECOND STREET NORTHWEST,BRITT,IA,50423-,HANCOCK,25,"$7,820,489","$30,448,415",,"-$225,358"
161371,WINNESHIEK MEDICAL CENTER,901 MONTGOMERY,DECORAH,IA,52101-,WINNESHIEK,25,"$16,196,127","$66,394,807",,"-$3,070,391"
190102,OUR LADY OF LOURDES RMC,4801 AMBASSADOR CAFFERY PRKWY,LAFAYETTE,LA,70508,,170,"$425,856,936","$433,065,764","$65,444,624","$8,750,857"
260025,HANNIBAL REGIONAL HOSPITAL,HIGHWAY 36  6000 HOSPITAL DRIVE,HANNIBAL,MO,63401,MARION,86,"$153,450,032","$184,803,648","$64,732,626","$6,550,212"
281309,SYRACUSE AREA HEALTH,2731 HEALTHCARE DR,SYRACUSE,NE,68446,OTOE,3,"$2,714,619","$17,999,487",,"$1,824,517"
451331,COON MEMORIAL HOSPITAL,1411 DENVER,DALHART,TX,79022-,,21,"$5,453,038","$26,317,159",,"$1,901,001"
454088,RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,HARLINGEN,TX,78552-7638,CAMERON,55,"$16,691,376",,,"-$25,771,767"
461309,KANE COUNTY HOSPITAL,I,KANAB,UT,84741-,KANE,25,"$2,065,047","$8,288,500",,"$959,544"
511308,BRAXTON COUNTY MEMORIAL HOSPITAL,100 HOYLMAN DRIVE,GASSAWAY,WV,26624,BRAXTON,25,"$1,504,280","$26,438,060",,"$289,601"
51305,MAYERS MEMORIAL HOSPITAL,05Z305,FALL RIVER MILLS,CA,96028-,SHASTA,22,"$16,375,429","$18,090,028",,"$3,434,074"
54144,LANGLEY PORTER PSYCHIATRIC HOSPITAL,405 PARNASUS,SAN FRANCISCO,CA,94143-0824,SAN FRANCISCO,67,"$21,606,088","$14,509,409",,"-$15,178,989"
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,999 WEST HIGHWAY 10,MAYSVILLE,KY,41056-,MASON,100,"$93,086,850","$256,875,290","$24,737,771","$12,222,066"
210064,LEVINDAL HEBREW GER. CTR. & HOSPT.,2434 W. BELVEDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE CITY,120,"$89,947,897","$2,367,105","$38,964,249","$4,684,475"
220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554-2799,NANTUCKET,19,"$8,805,928","$51,296,011","$19,473,033","-$12,514,023"
241323,MADELIA COMMUNITY HOSPITAL,121 DREW AVE SE,MADELIA,MN,56062-,WATONWAN,25,"$2,083,512","$11,001,500",,"-$731,287"
360241,EDWIN SHAW REHAB,330 BROADWAY EAST,CUYAHOGA FALLS,OH,44221-,SUMMIT,,"$18,525,947","$4,020,214","$1,562,173","-$1,110,336"
360270,MERCY HOSPITAL OF DEFIANCE  LLC,1404 EAST SECOND STREET,DEFIANCE,OH,43512,DEFIANCE,23,"$18,400,499","$64,212,579","$6,276,360","$5,977,827"
360355,OHIO VALLEY MEDICAL CENTER,100 WEST MAIN STREET,SPRINGFIELD,OH,45502,CLARK,24,"$23,386,200","$116,609,999","$11,506,835","$2,061,807"
370228,BAILEY MEDICAL CENTER,10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,73,"$57,996,834","$142,444,541","$12,655,124","$6,760,992"
391302,MEYERSDALE COMMUNITY HOSPITAL,200 HOSPITAL DRIVE,MEYERSDALE,PA,15552,SOMERSET,20,"$3,693,716","$23,304,894",,"-$455,324"
424002,LIGHTHOUSE CARE CENTER OF CONWAY,152 WACCAMAW MEDICAL PARK DRIVE,CONWAY,SC,29526,HORRY,87,"$62,664,800",,,"$5,596,052"
534001,WYOMING STATE HOSPITAL,831 HIGHWAY 150 SOUTH,EVANSTON,WY,82930,UINTA,73,"$28,351,264",,"$22,897,868","-$212,398"
31309,SAGE MEMORIAL HOSPITAL,HIGHWAY 264,GANADO,AZ,86505,APACHE,25,"$5,946,152","$24,513,975",,"$3,718,865"
70025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,06102-,HARTFORD,722,"$1,834,072,024","$1,048,972,060","$452,632,093","$96,993,471"
93300,CHILDRENS HOSPITAL,111 MICHIGAN AVE  NW,WASHINGTON,DC,20010,DC,323,"$1,296,871,684","$812,595,316",,"$48,768,596"
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,FL,32428-0889,WASHINGTON,25,"$18,744,427","$68,584,996",,"$957,990"
192043,RIVERSIDE HOSPITAL OF LOUISIANA,13 HEYMAN LANE,ALEXANDRIA,LA,71303,,28,"$19,938,489","$24,179",,"$986,833"
210027,WESTERN MARYLAND HEALTH SYSTEM,12500 WILLOWBROOK ROAD,CUMBERLAND,MD,21502,,200,"$173,017,677","$189,066,865","$112,107,853","$22,856,922"
210028,ST. MARYS HOSPITAL,25500 POINT LOOKOUT RD,LEONARDTOWN,MD,20650,,109,"$86,177,378","$115,376,469","$61,735,565","$17,194,914"
214012,THOMAS B. FINAN,COUNTRY CLUB ROAD,CUMBERLAND,MD,21502-,ALLEGHENY,88,"$16,262,409",,,"-$20,777,358"
271346,ROUNDUP MEMORIAL HEALTHCARE,1202 3RD STREET WEST,ROUNDUP,MT,59072,MUSSELLSHELL,25,"$3,332,973","$7,203,374",,"$497,773"
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36302-,HOUSTON,235,"$812,128,473","$1,044,849,637","$54,386,492","$11,185,261"
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,167,"$693,234","$3,977,694","$189,576,439","-$497,071,581"
70004,SHARON HOSPITAL,50 HOSPITAL HILL ROAD,SHARON,CT,6069,LITCHFIELD,66,"$42,458,243","$78,927,752","$15,855,461","-$179,304"
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,FAYETTE,45,"$18,322,950","$74,745,556","$18,986,095","-$172,618"
190060,LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BOULEVARD,LAKE CHARLES,LA,70601,CALCASIEU PARISH,281,"$433,542,039","$555,278,792","$94,718,369","$21,185,247"
314005,ANCORA PSYCHIATRIC HOSPITAL,SPRING GARDEN ROAD,ANCORA,NJ,8037,CAMDEN,515,"$1,226,045","$357,669","$91,710,552","-$38,894,748"
331314,SOLDIERS & SAILORS MEMORIAL HOSPITAL,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,25,"$27,550,900","$24,405,654",,"$1,462,136"
344030,STRATEGIC BEHAVIORAL CENTER LELAND,2050 MERCANTILE DRIVE,LELAND,NC,28451,BRUNSWICK,40,"$39,503,700",,,"$6,380,792"
370171,CHEROKEE NATION WW HASTINGS HOSPITAL,100 SOUTH BLISS AVENUE,TAHLEQUAH,OK,74464,CHEROKEE,52,"$87,440","$1,409,295","$28,953,308","-$99,360,781"
